,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.blue,p.MM.blue,MM.greenyellow,p.MM.greenyellow,MM.pink,p.MM.pink,MM.tan,p.MM.tan,MM.magenta,p.MM.magenta,MM.black,p.MM.black,MM.brown,p.MM.brown,MM.yellow,p.MM.yellow,MM.grey,p.MM.grey
1708,ENSGALG00010007866,TBP,grey,0.020008991,0.927796826,0.330819929,0.123105812,0.323534239,0.132085372,-0.058541312,0.790759183,0.256941738,0.236598951,0.438331451,0.03642567,0.309042037,0.151325856,0.39112551,0.064968695,0.291855037,0.176608947,0.469287749,0.023876006
3920,ENSGALG00010015613,PWP1,grey,0.362029436,0.089593256,-0.03440573,0.876152813,0.277847396,0.19926327,-0.086008796,0.696384703,0.154423036,0.481728823,0.340352884,0.112034488,0.310333023,0.149535946,0.210796007,0.334308015,-0.159711021,0.466659079,0.341317009,0.11095672
6734,ENSGALG00010024309,ABCB11,grey,-0.140574797,0.522324779,0.308945688,0.151460044,0.214025158,0.326783296,-0.136453134,0.534713392,-0.151663413,0.489689403,0.17457356,0.425635516,0.31112285,0.148448283,0.319979754,0.136632778,0.067982276,0.757925141,0.079671069,0.71783296
119,ENSGALG00010000864,MZT1,grey,-0.230005694,0.291063022,0.390088994,0.065745702,0.024160267,0.912867356,-0.009711023,0.964923456,0.217953402,0.317768195,-0.176025245,0.421736282,0.311931105,0.14734105,0.053801602,0.807377516,-0.144110486,0.51180759,0.117032097,0.594864699
3952,ENSGALG00010015733,COL4A6,grey,-0.378943206,0.074555779,0.301138341,0.162614312,0.022441571,0.919045225,-0.505182663,0.01393961,-0.084638633,0.701003266,0.146669306,0.504260617,0.312410863,0.146686598,0.037029684,0.866786502,-0.103024988,0.639938383,-0.133378358,0.544043828
912,ENSGALG00010004275,ADARB2,grey,-0.381820764,0.072200277,0.483344766,0.019465528,0.282957823,0.190781504,0.074674595,0.734889548,0.130747121,0.552087394,0.373659562,0.079031616,0.312508661,0.146553442,0.452989812,0.029957779,0.129390474,0.556255618,0.370166698,0.082099661
7376,ENSGALG00010026315,,grey,-0.147248556,0.502559762,0.335522888,0.117549146,0.232576024,0.285554491,-0.176425694,0.420664099,0.411350325,0.051167282,0.326084339,0.128890527,0.312619237,0.146402992,0.048055292,0.827633095,0.167612036,0.444602621,0.450630099,0.030932179
236,ENSGALG00010001460,MALSU1,grey,-0.300642545,0.163341507,0.353115713,0.098374682,0.156027595,0.477130402,-0.351593786,0.099935459,0.024607559,0.911260345,0.213638188,0.327679613,0.31320915,0.1456022,0.300705,0.163249778,-0.212588393,0.330118631,0.04030193,0.855130464
3809,ENSGALG00010015083,CEP135,grey,0.308073127,0.152679109,-0.008070437,0.970846615,0.100835206,0.647102965,-0.002701167,0.990240604,0.300667416,0.163304975,0.137895165,0.530363467,0.314015966,0.144512005,0.249652547,0.250626499,-0.186217563,0.394912353,0.191636664,0.381049634
5096,ENSGALG00010019264,HK2,grey,-0.325431064,0.129703619,0.419548066,0.046270013,0.483512736,0.019417123,0.016503132,0.940423718,0.216392151,0.321332924,0.28477797,0.187820994,0.314157034,0.144321987,0.387115984,0.06801374,-0.101043651,0.646419651,0.320561344,0.135881173
7884,ENSGALG00010028146,MAPKAPK3,grey,0.043937811,0.842213492,0.236651916,0.276954154,0.232849,0.28497333,0.405106861,0.0551594,0.142637634,0.516176226,0.226797523,0.298030728,0.315022922,0.14315952,0.430646198,0.040231313,0.064817081,0.768891139,0.544446646,0.007231298
303,ENSGALG00010001692,ALDH18A1,grey,-0.329243867,0.125009779,0.446180219,0.032838101,0.377086712,0.07610602,-0.136988897,0.533095303,0.139654832,0.525078045,0.194052829,0.374959219,0.315346373,0.142726994,0.21589339,0.3224768,-0.019826836,0.928452498,0.292511645,0.175592665
1690,ENSGALG00010007811,PRCP,grey,0.175332345,0.423594989,0.081135695,0.712857322,0.437335623,0.036902118,0.174529243,0.425754857,0.258737319,0.233224092,0.297962802,0.167311264,0.317848149,0.139412907,0.349351322,0.102268384,-0.117454598,0.593526246,0.500877631,0.014912866
6913,ENSGALG00010024715,DNAAF1,grey,-0.107538366,0.62526971,0.326458274,0.128426768,0.284978227,0.187497201,-0.061813952,0.779335447,0.283043623,0.190641239,0.199329378,0.361854056,0.318154099,0.139011415,0.176882864,0.419441864,-0.033673151,0.87877071,0.134921474,0.539351866
88,ENSGALG00010000714,FBXL7,grey,0.006470342,0.976625025,0.140135872,0.523637534,0.411463236,0.051097207,-0.386133389,0.068776286,0.007671514,0.972287121,0.484221434,0.019213967,0.31935128,0.137448306,0.322785297,0.133034369,0.004465131,0.983867997,0.208431551,0.339882825
7409,ENSGALG00010026559,RAB36,grey,0.170251706,0.437358673,0.033297631,0.88011312,0.167799357,0.444086484,-0.009272935,0.966504962,0.385608822,0.069186033,0.144068193,0.511932783,0.31954574,0.137195598,-0.088990474,0.686370181,-0.190101233,0.384949039,0.292242656,0.17600851
1949,ENSGALG00010008356,,grey,0.229339985,0.292500435,0.116545124,0.596408974,0.341170109,0.111120443,0.238026851,0.274090271,0.395942951,0.061449079,0.173130396,0.429531105,0.319816763,0.136843947,0.317278932,0.140162078,0.082828712,0.707119876,0.538918533,0.00796849
663,ENSGALG00010003132,TPBG,grey,-0.039408589,0.858309824,0.270236205,0.212362555,0.320698431,0.135704443,-0.182723783,0.403997506,0.152523708,0.48720073,0.243098382,0.263689341,0.320251378,0.136281381,0.322394818,0.133531086,0.087493346,0.691392312,0.146761043,0.503991061
6622,ENSGALG00010023986,SYCE3,grey,-0.185167904,0.397629755,0.34757718,0.104142341,0.071717944,0.745040682,0.120704716,0.583273143,0.283941037,0.189178359,0.26525407,0.221242187,0.320419277,0.136064497,0.120807671,0.582949605,0.092843072,0.673505893,0.438218101,0.036479656
8097,ENSGALG00010029144,,grey,0.287223129,0.183893545,-0.098910097,0.653426735,-0.438382973,0.036401152,-0.111713293,0.611822193,-0.336797914,0.116074602,-0.230929139,0.289076401,0.321522359,0.134645716,0.099620037,0.651091948,-0.528224289,0.009571719,-0.3110667,0.148525422
7092,ENSGALG00010025160,MRPS22,grey,-0.210808173,0.33427947,0.383510472,0.070843674,0.165669809,0.449972813,-0.060205472,0.784944774,0.187652125,0.391215375,0.104922905,0.633753771,0.322911466,0.132874157,0.158290282,0.470683923,-0.048761114,0.825139093,0.205813466,0.346119602
7485,ENSGALG00010027112,XYLB,grey,-0.238966575,0.272143725,0.353815281,0.097663336,-0.049629456,0.822073074,-0.141304651,0.520145375,0.218310679,0.316955832,-0.029149776,0.894961359,0.324525771,0.130836469,0.02935134,0.894238985,-0.121147204,0.581883171,0.179820663,0.411634028
6336,ENSGALG00010023107,ZC3HAV1,grey,0.379291218,0.074267854,-0.059111803,0.788764712,0.370084891,0.082172575,0.365004123,0.086796986,0.149498476,0.495980087,0.201129761,0.357444165,0.325102967,0.130113369,0.321395012,0.134808965,-0.09620854,0.662340003,0.596724295,0.002649424
4272,ENSGALG00010016850,GPR83L,grey,0.210758297,0.334396493,0.054237786,0.805844689,0.298716271,0.166188361,0.350632359,0.100930808,0.151747166,0.489446843,0.204771586,0.348620217,0.326685806,0.128145168,0.4197258,0.04616804,0.005467943,0.980245575,0.589612153,0.003067283
7377,ENSGALG00010026320,,grey,-0.109424753,0.619178974,0.224950788,0.302087979,0.267731725,0.216795973,-0.059260221,0.788246042,0.213519546,0.327954714,0.520751144,0.010843005,0.327130595,0.127595968,0.268652954,0.215158104,-0.075598595,0.731725849,0.31020712,0.149709845
8371,ENSGALG00010029672,KCTD7,grey,0.12954112,0.555792065,0.103274434,0.639124195,-0.141373914,0.519938777,0.242890553,0.264110537,0.078900546,0.720455061,-0.070412595,0.749535564,0.32724592,0.127453849,-0.075945354,0.730539662,-0.109905393,0.617630932,0.330455531,0.123544148
5125,ENSGALG00010019335,HIPK3,grey,-0.232407599,0.285913434,0.533850732,0.008697986,0.632195213,0.001210279,0.323555106,0.132059,0.646817914,0.000851732,0.503303813,0.014357782,0.32733687,0.127341849,0.483246627,0.019493854,0.206331643,0.344879878,0.745949105,4.38E-05
783,ENSGALG00010003768,ARSJ,grey,0.123239154,0.57533132,-0.041922533,0.849368403,-0.119314763,0.587648643,0.046997424,0.831374055,-0.157421031,0.473155169,0.16189641,0.460502754,0.328207044,0.126273855,0.008907738,0.967823426,-0.109354262,0.619406143,0.200290284,0.359496479
5038,ENSGALG00010019050,TNS1,grey,0.38091853,0.072932667,-0.245877358,0.258098571,0.011146921,0.959740763,-0.171085332,0.43508414,0.062013364,0.778640762,0.154796753,0.480655818,0.328347241,0.126102393,0.251161718,0.247679021,-0.268390946,0.215623091,0.095671973,0.664115637
7989,ENSGALG00010028503,,grey,0.041183491,0.851995162,0.24480272,0.260251436,0.437797576,0.036680492,-0.393950891,0.062886299,0.101453925,0.645075517,0.45256089,0.030133054,0.328922882,0.125400137,0.359972095,0.091566124,0.088410069,0.688315648,0.294469118,0.172586933
2459,ENSGALG00010010505,CD38,grey,-0.068398898,0.756485035,0.111717811,0.611807707,-0.27977652,0.196032049,-0.291234524,0.177573087,-0.087573685,0.691122492,0.054495825,0.804938216,0.33069961,0.123250419,-0.151055603,0.491451496,-0.311791904,0.147531324,-0.07869609,0.721151341
2138,ENSGALG00010009256,CREBRF,grey,-0.254210124,0.241794166,0.547191665,0.006886844,0.583373283,0.003478338,0.414365213,0.049321592,0.587146936,0.003224518,0.316732175,0.140884383,0.332264133,0.121379631,0.466028005,0.025005363,0.292105337,0.176221062,0.758413646,2.75E-05
6551,ENSGALG00010023760,ZW10,grey,-0.101348874,0.645419581,0.34252114,0.109621326,0.49475002,0.016393051,0.142443541,0.516753257,0.236599287,0.277064151,0.1429643,0.515205757,0.332523077,0.121071992,0.311057335,0.14853829,-0.081086456,0.713024415,0.355162861,0.096303807
5930,ENSGALG00010021761,MAFB,grey,-0.02596484,0.906386051,0.24098404,0.267994428,0.181549208,0.407077659,0.008903323,0.967839366,0.23159943,0.287639709,0.237619811,0.274936144,0.334181627,0.119114935,0.140895974,0.52136518,-0.061868417,0.779145691,0.452716329,0.030069441
4758,ENSGALG00010018229,AS3MT,grey,-0.165452284,0.450576376,0.245451152,0.258951034,0.067631036,0.759139847,0.018376763,0.933673632,-0.008509215,0.969262296,0.242387626,0.265131575,0.334306189,0.118968887,0.318323265,0.138789776,0.075005634,0.733755615,0.285686845,0.186354508
2523,ENSGALG00010010792,XRCC6,grey,0.341923525,0.110282608,-0.113241057,0.606931075,0.144359262,0.511071461,0.042188733,0.848422632,0.112850246,0.608180712,0.42046274,0.045747097,0.334996738,0.11816158,0.09781241,0.657042902,-0.271317298,0.210467694,0.357780051,0.09370355
4594,ENSGALG00010017718,ATOH8,grey,0.298773144,0.166103817,0.058476139,0.790987112,0.178218484,0.415882213,0.310961544,0.148669961,0.237722161,0.274723296,0.184329501,0.39980773,0.335817612,0.1172071,0.224836409,0.302340383,-0.062285056,0.777694544,0.551365501,0.006389302
4461,ENSGALG00010017423,TMEM204,grey,0.070076616,0.75069377,0.156098846,0.476926726,-0.018995143,0.931446755,-0.011541004,0.958318636,0.07380284,0.737878189,0.044984261,0.838502963,0.33608354,0.116899094,0.097696007,0.657426814,-0.085811733,0.697048327,0.236955134,0.276320958
5263,ENSGALG00010020006,PLB1,grey,-0.221989631,0.308664285,0.167023056,0.446227542,-0.210086117,0.335975992,-0.042014871,0.849040317,-0.169497079,0.439423115,-0.240932501,0.268099924,0.336637929,0.116258879,0.027752439,0.899971397,-0.501986592,0.014657016,-0.301545294,0.162019116
6966,ENSGALG00010024813,RNF168,grey,-0.326001636,0.12899326,0.563615748,0.005098587,0.542752709,0.007450908,0.116705312,0.595900804,0.248440611,0.253009815,0.458685093,0.027706445,0.336690185,0.116198665,0.488863915,0.017925274,0.225301651,0.301314531,0.584165174,0.003423725
1075,ENSGALG00010005146,TGFB3,grey,-0.047457596,0.8297463,0.220123303,0.312853819,0.124781448,0.570521748,0.160570459,0.464232976,0.044979185,0.838520954,-0.025694445,0.907356843,0.33772986,0.115005371,0.393887179,0.062932686,-0.011094547,0.959929774,0.180686109,0.409349259
6008,ENSGALG00010022077,,grey,-0.409084514,0.052589288,0.396704367,0.060906439,0.107029012,0.626918399,-0.264973837,0.221748853,-0.018562885,0.933003328,0.123736737,0.57377769,0.33799757,0.114699557,0.220280569,0.312499456,-0.163117091,0.457082463,-0.182878936,0.403591609
1646,ENSGALG00010007577,WFDC1,grey,-0.368774165,0.083347448,0.385639468,0.069162045,0.224155152,0.303846421,-0.307998387,0.15278385,0.423686205,0.043940916,0.10197777,0.643360865,0.339003527,0.11355571,0.134976826,0.539183913,-0.281964534,0.192410458,0.00031687,0.998855114
2762,ENSGALG00010011487,MAN2B2,grey,-0.025613251,0.907648378,0.265727845,0.220387341,0.047121883,0.830933743,0.258389245,0.233875824,0.232573579,0.285559699,-0.048950437,0.824470401,0.339263357,0.113261621,0.166019769,0.449002679,-0.193871179,0.375415154,0.186710543,0.393639705
4940,ENSGALG00010018730,IGF1R,grey,-0.019051461,0.931243973,0.253735046,0.242705239,0.485190821,0.018938869,0.239493341,0.271056425,0.486287188,0.018631586,0.288925057,0.18119337,0.340891926,0.11143097,0.420291827,0.045844456,0.014747515,0.946752248,0.640457205,0.000994548
3110,ENSGALG00010012690,NT5DC1,grey,0.163676574,0.455519249,-0.021512449,0.922386876,-0.268962237,0.214610083,-0.027106763,0.902287676,-0.183770543,0.401263456,0.100928069,0.646798512,0.342103949,0.110082656,-0.092714902,0.673932473,-0.185140422,0.397701043,0.150966758,0.491709328
5988,ENSGALG00010022005,NLRC5,grey,0.469994856,0.023636516,-0.219453142,0.314366618,0.015095964,0.945495921,-0.015090334,0.945516219,0.201064543,0.357603363,0.084615829,0.701080222,0.342297334,0.109868634,-0.12580215,0.567348532,-0.269526935,0.213611894,0.306370021,0.155078428
556,ENSGALG00010002673,SLC66A3,grey,0.17874305,0.414488692,0.127243411,0.562881249,0.420607313,0.045664869,0.112876207,0.608097668,0.338585402,0.114030134,0.246982184,0.25589719,0.342887792,0.109217052,0.393567343,0.063165949,-0.143810892,0.512694766,0.380024508,0.073663929
5036,ENSGALG00010019043,METTL9,grey,0.479159934,0.02070333,-0.090247081,0.682164753,0.419626916,0.046224752,0.195095914,0.372347248,0.043554476,0.843573549,0.187395966,0.391874086,0.344154965,0.10782826,0.414247677,0.049392563,-0.082255922,0.709059291,0.5499393,0.006555831
71,ENSGALG00010000595,MYO10,grey,0.138822669,0.527574455,0.195713913,0.370804672,0.237798698,0.274564194,0.245943039,0.257967362,0.191842711,0.380528069,0.119954228,0.585633894,0.344160406,0.107822323,0.045213961,0.83768893,-0.023543885,0.915082405,0.475261771,0.021912743
8398,ENSGALG00010029732,PIGL,grey,-0.003259315,0.988224126,0.108258139,0.622942893,0.271154189,0.210752851,-0.298855095,0.165982045,0.06702288,0.761244362,0.171336911,0.434398956,0.345409157,0.106466488,0.052172275,0.813109291,-0.12866006,0.558505645,0.31288021,0.146048344
1144,ENSGALG00010005318,SLC35D3,grey,0.093782153,0.670383393,0.059033019,0.789040068,0.099834563,0.650387056,-0.002596456,0.990618912,-0.058759902,0.789994829,0.073713885,0.73818336,0.345631522,0.106226372,0.299998609,0.164289368,-0.247696986,0.254479396,0.013891215,0.949840133
1117,ENSGALG00010005250,SLC35A5,grey,0.013666469,0.950650701,0.219304542,0.314702666,0.255489558,0.23935165,0.060681291,0.783284337,0.195748785,0.370717737,0.401443103,0.05761147,0.347575892,0.104143711,0.246441304,0.256973386,-0.05436392,0.805401557,0.518494452,0.011253104
1689,ENSGALG00010007809,ARV1,grey,-0.086083479,0.696133257,0.372857007,0.079728795,0.256883544,0.236708861,0.28940889,0.180430754,0.259290173,0.232191382,-0.13472908,0.539935827,0.348936396,0.102704411,0.341523264,0.110727141,-0.095522325,0.664611172,0.277861971,0.199238723
2345,ENSGALG00010010042,METTL25,grey,-0.077685101,0.724597426,0.296912034,0.168886035,0.20913679,0.338214296,-0.059180853,0.788523396,0.119508752,0.587037134,0.062019337,0.778619957,0.34951346,0.102098372,0.070192855,0.750293004,0.039217895,0.858988772,0.435097841,0.0379907
5022,ENSGALG00010019017,IRAK2,grey,0.124934631,0.570045024,0.119149559,0.588169632,0.258190186,0.234249079,0.166723638,0.447054797,0.157517124,0.472881656,0.262923269,0.225479748,0.349553128,0.102056809,0.357450796,0.094027775,-0.105760152,0.631032975,0.302874128,0.160086222
4605,ENSGALG00010017742,DGLUCY,grey,0.12086268,0.582776772,0.087378878,0.691776817,0.089948795,0.683162192,-0.283563026,0.189793619,-0.019212665,0.930663546,0.205071914,0.347898313,0.349944048,0.101647883,0.112624615,0.60890266,-0.174838791,0.424921651,0.240396089,0.269199479
4728,ENSGALG00010018102,,grey,-0.140707966,0.521926801,0.373873271,0.078846744,0.014778317,0.946641184,0.179244879,0.413157968,0.020325992,0.926655883,-0.000267117,0.999034876,0.350476827,0.101092512,0.081988336,0.709965912,-0.099647323,0.651002274,0.237794004,0.274573952
6769,ENSGALG00010024403,HMBS,grey,-0.036119576,0.870033271,0.31219011,0.146987478,0.336113242,0.116864729,0.169545641,0.439290108,0.41263635,0.05037355,0.01971114,0.928868971,0.352281134,0.099228316,0.362402228,0.089239189,0.05762099,0.793979356,0.367399893,0.084592765
4754,ENSGALG00010018206,KIZ,grey,-0.054782391,0.803931817,0.147305311,0.502393266,0.147931129,0.500559137,-0.122191516,0.578608414,0.053982198,0.806742788,0.184071719,0.40047872,0.352689781,0.098809658,0.261726361,0.227676531,-0.174387023,0.426137964,0.189718274,0.385925115
1139,ENSGALG00010005300,QRFPR,grey,-0.016564444,0.940202765,0.369655279,0.082556279,0.533306462,0.008779513,-0.193519926,0.376297689,0.214634625,0.325374615,0.565449046,0.004925661,0.353643472,0.097837684,0.488506648,0.018021888,0.073756428,0.738037406,0.463813814,0.025796606
1753,ENSGALG00010007945,,grey,-0.219206708,0.31492403,0.306662808,0.154664077,0.326106971,0.128862425,-0.021203675,0.923497683,0.08946237,0.684789847,0.326050678,0.128932333,0.35424045,0.097232872,0.254830593,0.240607633,-0.088621038,0.687608275,0.178965474,0.41389859
1869,ENSGALG00010008174,SLC26A2,grey,-0.029498605,0.89371126,0.217881549,0.317931723,0.170824526,0.435795064,-0.016503669,0.940421782,0.254204457,0.24180502,0.445955831,0.032936618,0.356990399,0.094482534,0.294628169,0.172344282,-0.17867863,0.414659686,0.331328314,0.122496153
6041,ENSGALG00010022172,GIPC2,grey,0.054063107,0.80645846,0.19950667,0.361418398,0.226899806,0.297807005,-0.04471533,0.839456232,-0.06848914,0.756173204,0.169358116,0.439803842,0.357110914,0.094363338,0.217469386,0.318870748,0.016254961,0.941318104,0.321971298,0.134071334
69,ENSGALG00010000591,,grey,-0.06472235,0.769220012,0.333188897,0.120283558,0.343206823,0.108866174,-0.299210261,0.165455019,-0.031045595,0.888170292,0.324690591,0.130629692,0.357955517,0.093531104,0.476114269,0.02164351,0.037007126,0.866866953,0.128491513,0.559025433
3030,ENSGALG00010012361,WIF1,grey,-0.151081697,0.491375783,0.291531007,0.177111967,0.353581414,0.097900715,-0.283565963,0.189788833,0.119367054,0.587483781,0.260265189,0.230377429,0.358262845,0.093229634,0.337874434,0.114840145,-0.063475978,0.773550554,0.213573056,0.327830621
992,ENSGALG00010004722,C1QL3,grey,0.161793879,0.460790644,-0.023267967,0.916074149,-0.165545339,0.450318125,0.09584711,0.663535872,-0.221301979,0.310203909,-0.251584914,0.246856554,0.359068174,0.09244308,0.312239871,0.146919616,-0.427391431,0.041934183,-0.094467455,0.668108044
2469,ENSGALG00010010596,SHLD2,grey,-0.23207609,0.28662076,0.411687785,0.05095807,0.42399539,0.043770647,0.083304719,0.705509498,0.353376741,0.098108812,0.161995024,0.46022595,0.359476651,0.092046018,-0.0674525,0.7597575,-0.179642194,0.412106057,0.529791495,0.009321376
4947,ENSGALG00010018758,TNFRSF9,grey,-0.158960957,0.468781746,0.419756905,0.046150211,0.482575858,0.019688353,0.073953428,0.737361663,0.443355442,0.034095483,0.095998426,0.663035113,0.359501698,0.092021712,0.380043214,0.073648571,0.062244702,0.777835065,0.490639162,0.017451409
980,ENSGALG00010004618,FAM237B,grey,0.180537238,0.409741778,0.202258825,0.354694685,0.29717133,0.168496478,0.235472656,0.279425452,-0.034704564,0.875085278,0.15418162,0.482422613,0.359967838,0.09157024,0.217007001,0.31992619,-0.134827224,0.539637899,0.514280474,0.012053013
411,ENSGALG00010002243,ARSH,grey,-0.002647028,0.990436201,0.056332393,0.798493575,0.088073418,0.689444947,-0.166601935,0.447391277,0.082190739,0.709280105,0.34156423,0.110681584,0.360582369,0.090977565,0.238703157,0.272688483,-0.258975364,0.232779063,0.128375505,0.559383322
2661,ENSGALG00010011150,FGD4,grey,0.177646876,0.417403616,0.044122913,0.841556913,-0.021366548,0.922911734,0.085762768,0.697213254,0.338319525,0.11433256,-0.182037811,0.405794798,0.360743004,0.090823117,-0.277162405,0.200419229,-0.423591659,0.043993087,0.237773126,0.274617347
1604,ENSGALG00010007382,EIF2AK2,grey,0.199016652,0.36262326,-0.042558399,0.847109598,-0.156839031,0.474813459,0.07337536,0.739345068,-0.052358189,0.812454794,0.025564672,0.90782281,0.36082095,0.090748242,0.181595376,0.406956348,-0.303903722,0.15859974,0.095955267,0.663177927
2135,ENSGALG00010009243,BCAP29,grey,-0.136047228,0.535940817,0.393372698,0.06330823,0.25450882,0.241222491,0.062750834,0.776073096,0.491639377,0.017188933,0.071928797,0.744315375,0.363716982,0.087998804,0.063885283,0.772127689,-0.118567373,0.590007191,0.406927217,0.053971434
8265,ENSGALG00010029425,SPNS2,grey,0.441383903,0.034995416,-0.251725934,0.24658288,-0.116711763,0.595880342,-0.174772021,0.4251013,0.105602076,0.631546322,-0.03353739,0.87925599,0.363827654,0.087894982,-0.254483203,0.241271485,-0.35942573,0.092095447,0.234175434,0.282159943
2579,ENSGALG00010010935,LGALS1A,grey,-0.220742826,0.311459285,0.239337947,0.271376888,-0.041839525,0.849663362,-0.390680072,0.065301746,0.013699438,0.950531792,0.305940271,0.155688021,0.364089345,0.087649854,-0.115740914,0.598962958,-0.107313039,0.625998841,0.086784572,0.693774311
404,ENSGALG00010002206,DPH3P1,grey,-0.09700709,0.659700657,0.402783053,0.056705129,0.482660006,0.019663867,0.073476694,0.738997265,0.394342336,0.06260187,0.101022651,0.646488478,0.364103249,0.087636844,0.378645753,0.074802542,0.055609312,0.801029423,0.513502042,0.012205759
7453,ENSGALG00010026980,LIMK2,grey,-0.170820807,0.435805206,0.385952893,0.068917066,0.499089089,0.015333167,0.104524983,0.635048508,0.322162765,0.133826903,0.332743451,0.120810621,0.364783497,0.08700211,0.407935553,0.053321957,-0.034444716,0.87601353,0.438079551,0.036545729
2616,ENSGALG00010010997,LAP3,grey,0.176636128,0.420101268,0.220551133,0.311890375,0.456569202,0.028526519,0.125383204,0.568650026,0.304642011,0.157539807,0.267969894,0.216371735,0.365199247,0.086615873,0.330327389,0.123698558,0.065782221,0.76554271,0.498094592,0.015571014
5113,ENSGALG00010019304,,grey,-0.132983731,0.545246733,0.256541125,0.237356259,-0.125633013,0.567873814,0.054234894,0.805854849,-0.182726043,0.403991592,-0.054178139,0.806054258,0.36523515,0.086582579,0.1495999,0.495684487,-0.155550236,0.47849611,0.1105488,0.615561118
408,ENSGALG00010002231,TMEM14A,grey,0.108949735,0.620710444,0.152881181,0.486168492,0.053045419,0.810036502,0.221784605,0.30912284,-0.141234822,0.520353701,-0.115910996,0.598422435,0.366099619,0.085783812,0.30290671,0.160039033,-0.262774133,0.225752701,0.259740924,0.231351627
1577,ENSGALG00010007204,LANCL2,grey,-0.010308784,0.962765735,0.258088591,0.234439729,0.541812199,0.007575211,0.156853743,0.474771502,0.200072093,0.360031025,0.199619601,0.361141053,0.366161385,0.085726952,0.453606438,0.029707223,-0.214664254,0.325306227,0.334760903,0.118436841
1912,ENSGALG00010008248,TPK1,grey,-0.062708174,0.776221566,0.188204864,0.38979614,0.048085257,0.827527183,-0.166340434,0.44811472,0.091615056,0.677596992,-0.078447228,0.721999134,0.366473416,0.085440138,0.122472915,0.57772738,-0.149108977,0.497116082,0.045955028,0.835063764
2521,ENSGALG00010010786,NABP1,grey,0.470332868,0.023522718,-0.223688146,0.304881484,0.012058002,0.956453133,-0.120768319,0.583073261,-0.073614817,0.738523272,0.259557926,0.231692313,0.366820676,0.085121786,0.181440539,0.407363282,-0.356982566,0.094490286,0.10199302,0.643310976
2401,ENSGALG00010010308,PACRGL,grey,0.017776388,0.93583613,0.316481157,0.141216884,0.287238934,0.183868343,0.107267133,0.626147428,0.288717353,0.181521431,0.328378967,0.126063615,0.368751141,0.083368197,0.163655218,0.455578867,0.095382943,0.665072833,0.548318881,0.006749404
339,ENSGALG00010001850,MYOM2,grey,-0.003517748,0.987290479,0.252332537,0.245407909,0.212483559,0.330362791,0.199762929,0.360789234,0.270758555,0.211445597,-0.037088704,0.866576023,0.369799232,0.082427559,0.322973314,0.132795671,-0.199741316,0.360842273,0.410905409,0.051444129
4296,ENSGALG00010016899,SAXO2,grey,0.044606269,0.839842878,0.221629458,0.309470113,-0.001860956,0.993276231,-0.189343805,0.386880906,0.419190443,0.046475726,0.19320788,0.377082707,0.369805174,0.08242225,-0.121426813,0.581005587,-0.176684992,0.419970633,0.188124585,0.390002087
134,ENSGALG00010001123,CP,grey,0.30357688,0.159070567,0.024223535,0.91264003,0.505148173,0.013947196,0.077277042,0.725989816,0.178120408,0.41614304,0.382036589,0.072025911,0.369930807,0.082310039,0.222260711,0.308058636,-0.136419253,0.534815795,0.604818425,0.002233428
386,ENSGALG00010002084,HACL1,grey,-0.036481641,0.868741375,0.32380279,0.131746272,0.339173587,0.113363164,0.15075776,0.492316119,0.259441236,0.231909727,0.445486362,0.033143494,0.370152392,0.082112408,0.234622817,0.281214985,0.062743757,0.776097725,0.62793775,0.001336247
831,ENSGALG00010003965,SNTG1,grey,0.08745598,0.691517817,0.180146649,0.410772608,0.032223692,0.883953997,0.179301511,0.413007943,0.329478559,0.12472492,0.094323122,0.668587025,0.370189829,0.082079053,-0.09761869,0.657681861,-0.076748444,0.727794764,0.53829353,0.008055619
4689,ENSGALG00010017987,ERI2,grey,0.041585927,0.850564605,0.250286687,0.249385246,0.420874186,0.045513384,0.004731393,0.982906157,0.135128992,0.538722328,0.23476815,0.280908442,0.370610832,0.081704658,0.141311961,0.520123567,0.039494321,0.858004616,0.504716028,0.014042527
1239,ENSGALG00010005507,USP53,grey,0.134490166,0.540661397,0.217830564,0.318047791,0.441612381,0.034890173,0.288691697,0.181561982,0.392459821,0.0639788,0.524393409,0.010207089,0.371092537,0.081277856,0.469000477,0.023973857,0.069688936,0.752030847,0.774446252,1.44E-05
8024,ENSGALG00010028589,PHYHD1,grey,0.078426279,0.722070516,0.179638828,0.41211496,0.196670844,0.368423355,0.104129317,0.63633693,0.225025496,0.301923189,0.19685424,0.367967985,0.371561328,0.080864108,-0.120283645,0.584597167,-0.205359865,0.347206986,0.430494154,0.040309633
180,ENSGALG00010001233,CNDP2,grey,-0.216871175,0.320236629,0.283824879,0.189367276,0.091609169,0.677616626,-0.201876436,0.355624484,-0.129217429,0.556788309,-0.124201751,0.572327422,0.373655468,0.07903516,0.027113363,0.902263993,-0.357302968,0.094173615,0.007795248,0.971840311
5060,ENSGALG00010019124,BMPER,grey,0.40659507,0.054186705,-0.098124243,0.656014856,-0.128172804,0.560008904,0.251843192,0.246355471,-0.193636084,0.376005707,-0.10439603,0.635468309,0.375056201,0.077829317,0.122117185,0.578841237,-0.295277511,0.171356093,0.229861663,0.291373644
