,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.brown,p.MM.brown,MM.grey,p.MM.grey,MM.green,p.MM.green,MM.lightgreen,p.MM.lightgreen,MM.pink,p.MM.pink,MM.black,p.MM.black,MM.lightcyan,p.MM.lightcyan,MM.cyan,p.MM.cyan,MM.grey60,p.MM.grey60,MM.purple,p.MM.purple,MM.salmon,p.MM.salmon,MM.midnightblue,p.MM.midnightblue
4758,ENSGALG00010017001,TPCN3,lightgreen,0.322644884,0.133212831,-0.420014529,0.046002758,0.090247323,0.682163944,0.153990839,0.482971241,0.670814054,0.000459365,-0.047983942,0.827885298,-0.158100471,0.471222984,0.239182984,0.271696701,-0.044961144,0.838584897,0.041404224,0.851210457,0.015067086,0.945600038,-0.290216839,0.179162194,0.065340876,0.767073399
4564,ENSGALG00010016561,DEGS2,lightgreen,0.334663742,0.118550381,-0.415511211,0.048633749,-0.041122657,0.852211452,0.064461711,0.770125061,0.567318315,0.004754423,-0.054309057,0.805594292,0.08190327,0.710254209,-0.210061136,0.336034777,0.023442127,0.915448144,0.023289536,0.915996619,0.165087271,0.451590123,-0.063486344,0.77351451,-0.221309218,0.310187677
378,ENSGALG00010001836,TWSG1,lightgreen,0.441529022,0.034928541,-0.414673564,0.049135777,0.145845743,0.506683677,0.531958485,0.008984151,0.776835429,1.30E-05,-0.003149877,0.988619499,0.047519711,0.829526634,-0.057307006,0.795078723,0.327942082,0.126598365,0.39617274,0.061284926,0.265681981,0.220469998,-0.210406574,0.335222423,0.01065353,0.961521428
1409,ENSGALG00010005670,SGMS2,lightgreen,0.432403156,0.039334925,-0.394048914,0.062814981,0.023748745,0.914346143,0.484830441,0.019040765,0.73783875,5.86E-05,-0.036910341,0.867212135,0.024667598,0.911044664,0.34567722,0.106177076,0.244399428,0.261062328,0.171045667,0.435192222,0.058593091,0.790578108,-0.097291324,0.658762159,0.296296199,0.169813749
2249,ENSGALG00010009003,ALG12,lightgreen,0.574988087,0.004103053,-0.392544805,0.063916145,0.389571553,0.066136237,0.516058263,0.011710043,0.671865005,0.000446551,0.174503991,0.425822865,0.422913009,0.044368986,0.224463016,0.303165262,0.436368615,0.037369467,0.574050007,0.004178456,0.533210228,0.008793993,0.06606581,0.7645596,-0.188308556,0.389530218
2268,ENSGALG00010009040,CRELD2,lightgreen,0.416257884,0.048189614,-0.391573117,0.06463533,0.123924177,0.573192915,0.469248992,0.023889188,0.874610265,4.85E-08,0.089979052,0.683060993,0.094547891,0.667841162,0.058585226,0.790605612,0.307265746,0.153813256,0.343522063,0.108520278,0.17337598,0.428866838,-0.204918979,0.348265816,-0.139697085,0.524951441
8096,ENSGALG00010027156,ISYNA1,lightgreen,0.21995532,0.3132326,-0.381494888,0.072464161,-0.24466808,0.260521974,0.004155405,0.984986876,0.697482284,0.000216167,0.43431225,0.038378795,0.180830489,0.408968777,-0.323973919,0.131530513,0.094614198,0.667621192,-0.296060313,0.170170032,-0.394259221,0.06266218,-0.404979918,0.055242991,-0.081340369,0.712162898
1536,ENSGALG00010006183,PRKN,lightgreen,0.476575634,0.021498919,-0.378608527,0.074833467,0.126819751,0.564192779,0.316273793,0.14149198,0.591184197,0.002970432,0.062646146,0.776437454,0.286960554,0.184312574,0.169231076,0.440152058,0.234126712,0.282262973,0.220687606,0.311583429,0.278575764,0.198039069,-0.083856527,0.70364421,0.015760167,0.943101504
4942,ENSGALG00010017555,CELA2A,lightgreen,0.192571321,0.378687009,-0.373436796,0.079224671,0.22423162,0.303677147,-0.300472867,0.163590898,0.468767791,0.02405335,0.069697639,0.752000824,0.201764679,0.355896496,0.402168978,0.057119115,-0.416751856,0.047897529,-0.34370922,0.108315301,0.065663527,0.765954285,-0.331765026,0.121974192,0.123647558,0.574056005
3491,ENSGALG00010012948,ST13P5,lightgreen,0.367918094,0.084121562,-0.370662332,0.081658947,0.107820789,0.624356305,0.199590135,0.361213407,0.960503571,3.85E-13,0.079310654,0.719059077,0.301083133,0.162695174,0.28075935,0.194399594,0.083209102,0.705832882,0.055177774,0.802543756,0.238588797,0.2729252,-0.206488898,0.34450417,0.035977668,0.870539706
2123,ENSGALG00010008340,PDIA4,lightgreen,0.303959458,0.158519548,-0.353499769,0.097983687,-0.123286405,0.575183706,-0.059276015,0.788190852,0.803477649,3.90E-06,0.170891606,0.435612154,0.445971683,0.032929651,0.253614577,0.242936622,0.111614268,0.612139778,-0.171035965,0.435218661,0.091922118,0.676573193,-0.155018011,0.480021117,-0.24469339,0.260471104
7273,ENSGALG00010024330,,lightgreen,0.458253171,0.027872301,-0.343528551,0.108513166,0.367268488,0.084712565,0.381378454,0.072558622,0.68025431,0.000354851,0.210060365,0.336036593,0.213248824,0.328582966,0.095971301,0.663124868,0.199154914,0.362283064,0.493729963,0.016650668,0.447196261,0.032394931,-0.108104799,0.623438306,-0.078596462,0.721490703
3968,ENSGALG00010014338,BHLHE41,lightgreen,0.240524562,0.268935869,-0.326491111,0.128386101,-0.209660748,0.336977825,-0.149498222,0.495980826,0.491443366,0.017240116,0.559022782,0.005554235,0.437399699,0.036871314,-0.060545434,0.783758335,0.098793929,0.653809078,-0.437385662,0.036878061,-0.374005912,0.078732165,-0.281606437,0.193000038,-0.079461124,0.718547102
1273,ENSGALG00010005356,DNAJC3,lightgreen,0.466987057,0.024668739,-0.321354036,0.134861524,0.318786589,0.138184028,0.593409293,0.00283777,0.832818586,8.19E-07,0.320350752,0.136152985,0.408029711,0.053261619,0.073891025,0.737575698,0.437303815,0.036917417,0.5166343,0.011600648,0.30636197,0.155089832,0.040319784,0.855066945,-0.059158405,0.788601845
216,ENSGALG00010001267,BCHE,lightgreen,0.323858546,0.131675947,-0.295869003,0.170459368,0.136800919,0.533662764,0.42473753,0.043364052,0.593713258,0.002820041,0.214088906,0.326635781,-0.03258396,0.882665234,-0.045024816,0.838359231,0.140361688,0.522961958,0.219730789,0.313739327,0.030036168,0.891785272,-0.099907021,0.650149037,0.268086728,0.216163825
8409,ENSGALG00010027982,ENTPD2,lightgreen,0.27967159,0.196206883,-0.290891467,0.178107679,0.003804206,0.986255606,-0.134893102,0.539437961,0.516433136,0.011638756,0.069928476,0.751204613,0.149507716,0.495953153,0.184688566,0.398874152,-0.093533285,0.671210381,-0.07663395,0.728185897,0.202636913,0.353776744,-0.121969447,0.579304109,-0.192777507,0.378166938
514,ENSGALG00010002371,BAG3,lightgreen,0.17223601,0.431954954,-0.288217668,0.18231234,-0.179399131,0.412749402,-0.119812501,0.586080173,0.7821442,1.04E-05,0.138241818,0.529320267,0.123679764,0.573955489,0.101058569,0.646370756,-0.089722632,0.683918799,-0.30452449,0.157708195,-0.0502326,0.819944919,-0.273805985,0.206148871,0.046276825,0.833924356
393,ENSGALG00010001866,PUS7L,lightgreen,0.303954676,0.158526428,-0.283476561,0.189934544,0.037188616,0.866219733,0.374585842,0.078232676,0.46467833,0.02548532,0.193807637,0.375574718,-0.040559649,0.854213656,0.103775016,0.63749152,0.251840028,0.246361606,0.261206401,0.228635242,-0.009744663,0.964802021,-0.128064341,0.560343777,0.168093912,0.443275517
2607,ENSGALG00010010280,HSP90B1,lightgreen,0.322335691,0.133606416,-0.277426945,0.199972268,0.12597055,0.566825757,0.370910722,0.081438751,0.914310256,1.07E-09,0.06346882,0.773575444,0.213573288,0.327830082,0.248826622,0.252249129,0.237794196,0.274573551,0.269676722,0.213347644,0.249813513,0.250311049,-0.178797325,0.414344655,-0.114643018,0.602457015
98,ENSGALG00010000642,ZPBP1,lightgreen,0.272557017,0.208308792,-0.275716563,0.202874029,-0.135443812,0.537767923,0.044376664,0.840656997,0.448302144,0.03191798,0.139075527,0.526815312,0.27064505,0.211644624,0.123200656,0.575451599,0.233279864,0.284057542,0.090857472,0.680125271,0.158046107,0.471377437,-0.102972769,0.640108876,-0.111278757,0.613216303
4898,ENSGALG00010017470,HSPA2,lightgreen,0.122690332,0.577047067,-0.271322882,0.210457936,-0.196443583,0.368988092,-0.207380528,0.342378495,0.81006219,2.81E-06,0.0799974,0.716723379,0.168494147,0.442174851,0.09551919,0.664621552,-0.160637427,0.464044207,-0.351199579,0.100342694,-0.016182672,0.941578642,-0.314690876,0.143604507,-0.114453941,0.60305961
459,ENSGALG00010002211,ACER3,lightgreen,0.410488248,0.051704758,-0.269144905,0.21428685,0.383471967,0.070874371,0.54879576,0.006691949,0.581714201,0.003595139,0.043893411,0.842370999,0.030807602,0.889022405,0.181300397,0.407731791,0.196722761,0.368294413,0.449535619,0.031392592,0.257347691,0.235833165,0.192094636,0.379890926,0.385095875,0.069588496
3904,ENSGALG00010014156,CD164,lightgreen,0.431170378,0.039962218,-0.268320642,0.215747973,0.351443657,0.100090406,0.565801307,0.004893003,0.705594202,0.000169163,0.316813892,0.140776262,0.405647325,0.054804606,0.05463351,0.804454638,0.33579938,0.117228238,0.360975348,0.090600065,0.187183099,0.392421944,-0.104034788,0.636644898,0.117561769,0.593186942
987,ENSGALG00010004181,BBS12,lightgreen,0.343239833,0.108829915,-0.267806514,0.216662696,0.219432081,0.314414234,0.386966677,0.068129194,0.619560793,0.001616998,0.215259203,0.323934812,0.197845454,0.365512435,0.034107305,0.877219095,0.22856405,0.294181414,0.298271502,0.16685057,0.175945805,0.421949154,0.065158982,0.767704499,0.019834097,0.928426359
1895,ENSGALG00010007925,STK17A,lightgreen,0.411656211,0.050977617,-0.266288783,0.219378067,0.092487439,0.674689762,0.556143714,0.005856821,0.649213877,0.000802697,0.148348026,0.499339138,0.472574822,0.022779019,0.11628641,0.597230089,0.606719331,0.002144204,0.39084724,0.065176602,0.31163735,0.147742787,0.235263231,0.279865778,-0.070375327,0.749664011
4358,ENSGALG00010015829,SMAD5,lightgreen,0.335485983,0.117592028,-0.26491982,0.221846605,0.276812867,0.201010837,0.656743374,0.000664032,0.671896477,0.000446172,0.093070589,0.672748903,0.029310288,0.894386102,0.201046221,0.357648093,0.336999109,0.115843159,0.498221179,0.015540573,0.187726253,0.391024872,-0.070180876,0.750334303,0.181665778,0.406771394
8705,ENSGALG00010028898,TNFSF15,lightgreen,0.310900879,0.148753391,-0.263322389,0.224750337,0.142257277,0.517307306,0.353511566,0.097971695,0.782818747,1.01E-05,0.145116769,0.508833162,0.111235117,0.613356381,-0.041875361,0.849536021,0.139443677,0.525710961,0.240389693,0.269212607,0.160104855,0.465546518,-0.1073538,0.625866919,-0.202753512,0.353493939
5396,ENSGALG00010018796,PER3,lightgreen,0.111150895,0.613626765,-0.26305661,0.225235887,-0.360020797,0.091519051,-0.341156558,0.111135555,0.658870268,0.000628811,0.008396742,0.969668398,0.143975577,0.512206997,0.123350757,0.574982696,-0.131970179,0.548341843,-0.477169337,0.021314,-0.039953563,0.856370031,-0.21872517,0.31601496,-0.198063307,0.364974018
5272,ENSGALG00010018405,DCLK3,lightgreen,0.178990413,0.413832455,-0.257188701,0.236132889,0.143519875,0.513557256,-0.029736211,0.89285989,0.631124734,0.001240956,0.197233742,0.367026717,0.219916802,0.313319493,-0.076409228,0.728953783,-0.181894186,0.406171662,-0.104397213,0.635464456,0.017048909,0.93845703,-0.316976043,0.140561889,0.025387263,0.908459866
603,ENSGALG00010002609,PDIA6,lightgreen,0.290161553,0.179248801,-0.254701174,0.240854808,0.091149262,0.679151086,0.3524582,0.099046752,0.863568746,1.12E-07,0.154298383,0.482086993,0.142278105,0.517245341,0.13590078,0.536383986,0.218099367,0.317436152,0.313785807,0.144822411,0.116864281,0.59539668,-0.225886013,0.300029067,-0.084888274,0.700161003
1545,ENSGALG00010006227,AGPAT4,lightgreen,0.221867486,0.30893742,-0.253405834,0.24333789,-0.058515706,0.790848734,0.458820901,0.027654458,0.869552645,7.17E-08,0.224969498,0.302046705,0.120729491,0.583195278,-0.14510528,0.508867074,0.379220444,0.07432634,0.239443435,0.271159318,0.016833549,0.93923303,-0.205539848,0.346775284,0.028930589,0.895746985
3306,ENSGALG00010012329,ATXN10,lightgreen,0.25066145,0.248653565,-0.25199091,0.246069181,0.316751802,0.140858409,0.201559945,0.356395127,0.429238825,0.040960849,-0.159857997,0.46624372,-0.093640947,0.670852575,-0.203528763,0.351616982,-0.170238966,0.437393483,0.254094122,0.242016421,0.243256238,0.263369707,-0.12121141,0.581681602,-0.017726638,0.936015344
2150,ENSGALG00010008396,LRRTM2,lightgreen,0.27288752,0.207735759,-0.247587044,0.254697134,-0.090070346,0.682755677,0.113113089,0.607340142,0.746660548,4.27E-05,0.145333376,0.508194004,0.334896989,0.118277949,0.218065204,0.317513848,0.109161513,0.620027478,-0.091067796,0.679423023,0.095096635,0.666021514,-0.145507389,0.507680813,0.175760614,0.42244563
1336,ENSGALG00010005479,,lightgreen,0.155435618,0.478824323,-0.242321394,0.265266225,0.028459735,0.897434973,-0.148041561,0.500235827,0.566066212,0.004868563,0.199152486,0.362289036,0.233473083,0.28364746,0.177533152,0.417706668,-0.100458338,0.648339095,-0.10681141,0.627623266,0.129212253,0.556804246,-0.340354799,0.11203234,-0.157925861,0.471719153
362,ENSGALG00010001770,PP2D1,lightgreen,0.310838913,0.148838645,-0.241598006,0.266739727,0.059168321,0.788567191,0.591583975,0.002946219,0.76077064,2.51E-05,-0.005293174,0.980876863,-0.160810435,0.463556713,0.263487157,0.224449673,0.24842789,0.25303491,0.298021174,0.167224085,0.048317631,0.826705939,-0.149706937,0.495372627,0.366003133,0.08587269
6761,ENSGALG00010022828,PRKG1,lightgreen,0.33701657,0.115823089,-0.231707254,0.287409017,0.121861069,0.579643764,0.591446577,0.002954522,0.595836727,0.002698785,0.264510302,0.222588623,0.206987003,0.343315711,-0.050733412,0.818178766,0.399607099,0.058871399,0.340547068,0.111816803,-0.050454091,0.819163709,-0.303016136,0.15988062,-0.076252395,0.729489839
5008,ENSGALG00010017671,ANTXR1,lightgreen,0.246742762,0.256373214,-0.231460723,0.287936643,0.068337673,0.756696617,0.468435622,0.024167197,0.805810562,3.48E-06,-0.02836161,0.897786799,0.117710234,0.592717033,0.140918957,0.521296548,0.221885697,0.308896689,0.176578341,0.420255784,0.104993778,0.633523277,-0.163105484,0.457114923,0.120242575,0.584726375
7103,ENSGALG00010023832,,lightgreen,0.136560567,0.534388743,-0.224302242,0.303520864,-0.152801629,0.48639811,0.247358595,0.255149955,0.760176107,2.56E-05,0.138191713,0.529470989,0.037973181,0.863422819,-0.069220735,0.753646557,0.15382997,0.483434096,-0.030033489,0.891794868,-0.212218421,0.330980784,-0.476082576,0.021653471,-0.101810369,0.643908612
7630,ENSGALG00010025047,PER2,lightgreen,0.132257128,0.547464766,-0.222952932,0.306515381,-0.302675564,0.160374019,-0.226233612,0.29926604,0.680345166,0.000353954,-0.060329158,0.784513065,0.05202393,0.813631614,0.154309431,0.482055243,-0.136418039,0.534819463,-0.359612474,0.091914272,-0.06319937,0.774512524,-0.375436845,0.077504044,-0.086005242,0.696396668
300,ENSGALG00010001528,NR1D2,lightgreen,0.170762719,0.435963633,-0.220333132,0.312381071,-0.134890442,0.539446035,-0.250928055,0.248133897,0.592014131,0.002920352,-0.063063292,0.774985884,0.189290833,0.387016221,0.171081217,0.435095352,-0.115572718,0.599497691,-0.208355789,0.340062359,0.327699951,0.12689544,0.165537913,0.450338733,-0.262198299,0.226808663
8403,ENSGALG00010027969,HSPA5,lightgreen,0.184034569,0.400575471,-0.212367636,0.330632903,-0.166060021,0.448891165,-0.051106309,0.81686427,0.860212732,1.42E-07,0.105255947,0.632670936,0.163252129,0.456704907,0.111250704,0.613306348,0.023035545,0.91690965,-0.097035667,0.659606276,0.091093408,0.679337526,-0.183943192,0.400813502,-0.21273027,0.329788369
1740,ENSGALG00010007375,CHORDC1,lightgreen,0.181733155,0.406594431,-0.204644003,0.348927159,-0.155933079,0.477400654,0.011892489,0.957050338,0.826238002,1.19E-06,0.166340185,0.448115408,0.338387637,0.114255029,0.184227742,0.400072527,0.102963691,0.640138517,-0.173012337,0.429850634,0.055428841,0.801662638,-0.065077597,0.767986916,-0.025352745,0.908583822
7254,ENSGALG00010024258,DNAJA4,lightgreen,0.110473588,0.615802928,-0.185980591,0.395524924,-0.168819855,0.44128021,0.097655158,0.65756156,0.903843782,3.41E-09,0.060131904,0.785201578,0.095590653,0.664384896,0.090980839,0.679713332,0.057348462,0.794933551,-0.109692282,0.618317125,-0.009919668,0.964170287,-0.23305883,0.284527113,0.013971571,0.949550331
8780,ENSGALG00010029241,STXBP4,lightgreen,0.414079603,0.049494189,-0.177430905,0.417979239,0.310752466,0.148957637,0.633898054,0.001162815,0.529932907,0.009299055,0.268376661,0.215648461,0.452737457,0.030060803,0.314210203,0.144250414,0.475695833,0.021775324,0.453163789,0.029886916,0.249676503,0.250579536,0.252790113,0.244524009,0.127056638,0.563459278
5551,ENSGALG00010019322,EGR3,lightgreen,-0.090891533,0.680011529,-0.173624371,0.428195545,0.004036311,0.985417106,-0.496470235,0.015965955,0.334568645,0.118661585,0.115326631,0.600280417,0.169713289,0.438831099,0.033845003,0.878156478,-0.474239358,0.022239187,-0.296257985,0.169871433,0.211100059,0.33359512,-0.121408782,0.581062162,-0.224091108,0.30398824
1358,ENSGALG00010005513,TMEM30CP,lightgreen,0.123285405,0.575186831,-0.158229288,0.470857111,0.11578511,0.598822484,0.157047572,0.474218922,0.512660575,0.012372656,0.185681648,0.396298451,-0.014904989,0.946184463,0.028481037,0.897358595,-0.010520966,0.961999888,0.12831079,0.559583011,-0.005213374,0.981165113,-0.2862235,0.185492295,0.121727948,0.580061082
5437,ENSGALG00010018947,,lightgreen,0.111458485,0.612639528,-0.157891024,0.471818178,0.049369201,0.822991742,0.130820085,0.551863621,0.614598552,0.00180587,0.118907513,0.588933305,0.010577026,0.961797549,-0.301803361,0.161642467,0.008354641,0.969820413,0.034491945,0.875844803,-0.178613678,0.414832132,-0.291645318,0.176934399,-0.157492116,0.472952829
4453,ENSGALG00010016225,P4HA2,lightgreen,0.09015254,0.682480833,-0.15433277,0.481988174,-0.18502853,0.397991356,-0.091604873,0.677630956,0.799199094,4.79E-06,-0.072722433,0.741587251,0.110359891,0.616168539,0.29828837,0.166825421,-0.064078989,0.771454558,-0.201583063,0.356338802,0.125012147,0.569803855,-0.161070588,0.462824165,-0.037988441,0.863368433
6421,ENSGALG00010021821,PPP1R19L,lightgreen,0.242552647,0.264796274,-0.153298086,0.484966024,0.122046587,0.579062403,0.652822254,0.000733426,0.655627181,0.000683186,0.108264213,0.622923271,0.015025354,0.945750493,0.23100587,0.28891171,0.358885348,0.092621209,0.353098565,0.098392167,0.04778063,0.828604044,0.110013672,0.617282406,0.372328887,0.080190093
7295,ENSGALG00010024370,HERPUD1,lightgreen,0.202802841,0.353374333,-0.152142742,0.488302012,-0.109693138,0.618314369,0.178076571,0.416259648,0.756035589,3.01E-05,-0.217589511,0.318596895,-0.143394028,0.513930445,0.273793488,0.206170408,0.097601193,0.657739584,0.185887767,0.395765021,0.258728025,0.233241478,0.062348847,0.777472426,-0.193609825,0.376071702
492,ENSGALG00010002335,TMEM47,lightgreen,0.379607689,0.074006756,-0.149979056,0.49458022,0.019533771,0.929507484,0.56169146,0.005285527,0.705586244,0.000169204,-0.042533934,0.847196484,0.007747319,0.972013383,0.130584838,0.55258525,0.452528249,0.030146425,0.452919519,0.029986448,0.316711764,0.1409114,0.277143678,0.200450897,-0.025982771,0.906321675
3906,ENSGALG00010014161,GFRA3,lightgreen,0.232274845,0.286196555,-0.144833676,0.509669094,0.137018532,0.533005867,0.563263193,0.005132417,0.620286706,0.001590832,0.182036289,0.40579879,0.286442436,0.185141331,-0.041472178,0.850968906,0.440677004,0.035322623,0.341166992,0.11112392,-0.013254552,0.952136444,-0.268078289,0.216178838,-0.171005372,0.435302036
6532,ENSGALG00010022186,DNAJB4,lightgreen,0.220660124,0.311645227,-0.141528253,0.519478551,0.263101377,0.225154054,0.073301607,0.739598236,0.765699905,2.06E-05,0.094680801,0.667400263,0.47310973,0.022604404,0.26587644,0.220119679,0.014465377,0.947769578,0.185474384,0.396835251,0.5251049,0.010086529,0.229000521,0.29323511,-0.016295186,0.941173133
8869,ENSGALG00010029375,JMJD6,lightgreen,0.128456973,0.55913198,-0.138412712,0.528806342,-0.218564442,0.316379602,-0.173227402,0.429268653,0.675822154,0.000401028,0.144312637,0.511209387,0.280331445,0.195109193,0.204561408,0.349125951,0.035274399,0.873050221,-0.237293899,0.275614612,0.090079688,0.682724436,0.062740342,0.776109609,0.018760015,0.932293427
718,ENSGALG00010003024,SUGT1,lightgreen,0.268965919,0.214603563,-0.137870754,0.530436965,0.268617418,0.215221132,0.513532348,0.012199783,0.827752021,1.09E-06,-0.024727802,0.910828399,0.107013133,0.626969827,0.098802075,0.653782267,0.284580005,0.188141457,0.546986457,0.006912113,0.386186277,0.068735078,0.011230557,0.959438937,-0.121412263,0.581051238
6896,ENSGALG00010023206,HSPB9,lightgreen,0.058641548,0.790408658,-0.136103963,0.535769175,-0.362932273,0.088737567,-0.218804475,0.315835135,0.700500011,0.000197504,0.260005238,0.230860136,0.134795264,0.539734911,-0.025934838,0.90649376,-0.057786386,0.793400402,-0.361587064,0.090014765,-0.17288684,0.430190433,-0.215035103,0.324450974,-0.028078089,0.898803469
6866,ENSGALG00010023149,ADGRD1,lightgreen,0.045445389,0.836868935,-0.132782425,0.545860827,-0.271589157,0.209992988,-0.305205571,0.156734079,0.362704218,0.088953134,0.063432066,0.773703246,0.244430386,0.261000025,0.127829926,0.561067822,-0.055438372,0.801629194,-0.352752265,0.098745758,0.009038434,0.967351567,-0.062412548,0.777250636,-0.188204117,0.389798055
1663,ENSGALG00010006913,HSPH1,lightgreen,0.088986692,0.686382854,-0.117061969,0.594770025,-0.007837154,0.971688989,-0.001433488,0.994820679,0.850513443,2.75E-07,-0.007989426,0.97113914,0.164803116,0.452380132,0.220842737,0.311234744,-0.064973381,0.768348605,-0.015764215,0.943086912,0.199574758,0.361251168,-0.175417415,0.42336655,-0.043446249,0.843957612
3243,ENSGALG00010012132,MC4R,lightgreen,0.119733289,0.586329666,-0.109150811,0.620061983,0.178783516,0.4143813,0.377755767,0.075544553,0.600421303,0.002451947,0.288352443,0.182098783,-0.04302472,0.84545381,-0.292924532,0.174955682,0.038019814,0.863256625,0.234742205,0.280963152,-0.147086175,0.50303628,-0.552750019,0.006231024,0.163514204,0.45597263
1399,ENSGALG00010005618,PHACTR2,lightgreen,0.240758804,0.268455659,-0.107037891,0.626889647,0.18209248,0.405651398,0.561723093,0.005282409,0.570649959,0.004461574,0.225776425,0.300269879,0.236002114,0.27831419,-0.035127986,0.873573033,0.32785992,0.126699115,0.36341559,0.088282003,0.020990538,0.924264523,0.048703007,0.825344352,0.028547641,0.8971198
9050,ENSGALG00010029730,TTC19,lightgreen,0.088490145,0.688047127,-0.099569883,0.651256787,0.172785649,0.430464525,-0.06890778,0.754727084,0.509252615,0.013067836,-0.0275063,0.900854297,0.211999478,0.331491627,0.108261449,0.6229322,-0.099452656,0.65164213,0.131241078,0.550573278,0.310931326,0.148711514,-0.111162451,0.613589664,-0.449398845,0.031450508
428,ENSGALG00010001995,LRRC1,lightgreen,0.150192421,0.493959343,-0.092613292,0.674270724,-0.268557325,0.21532774,0.340499687,0.111869889,0.700290649,0.000198752,0.094019345,0.669595545,0.17722425,0.418530439,-0.139131414,0.526647594,0.484417506,0.019158065,0.214625339,0.325396052,0.093678722,0.670727048,0.122265166,0.578377766,-0.246291424,0.257272119
4682,ENSGALG00010016869,HSP90AA1,lightgreen,0.076053423,0.730170104,-0.092162494,0.675772121,-0.019885495,0.928241349,0.151614131,0.489832157,0.901128778,4.51E-09,0.08551013,0.698064414,0.163146198,0.45700107,-0.056183414,0.799015885,0.041400843,0.851222473,0.077153944,0.72641002,0.08499316,0.69980723,-0.351401454,0.100133994,-0.016246348,0.941349147
1162,ENSGALG00010005016,STX11,lightgreen,0.022705737,0.918095376,-0.081842242,0.710461061,0.111392847,0.612850144,0.136080309,0.535840735,0.622635479,0.001508624,0.118265737,0.590960209,0.204932894,0.348232369,0.249552788,0.250822128,-0.02933403,0.894301018,-0.059135935,0.788680373,-0.138819618,0.527583617,-0.326078608,0.128897645,-0.007923055,0.971378801
3479,ENSGALG00010012917,RUNX1,lightgreen,0.148834941,0.497916092,-0.077623452,0.724807731,0.204550248,0.349152817,0.197987432,0.365161489,0.651387417,0.00076033,0.025710543,0.907299042,0.264584234,0.222454542,-0.047580469,0.829311777,0.083366698,0.705299908,0.317725279,0.13957438,0.415494473,0.048643741,-0.071868462,0.744522898,-0.144665911,0.510164796
5481,ENSGALG00010019083,OTOA,lightgreen,0.043865787,0.842468996,-0.069230796,0.753611827,0.295413459,0.171149702,0.141613143,0.519225502,0.523931634,0.010285969,-0.180036797,0.411062781,0.104722908,0.634404379,0.436051272,0.037523848,-0.03072184,0.889329499,0.262164377,0.22687097,0.434953839,0.038061608,0.160251155,0.465133578,0.037525723,0.865017778
4008,ENSGALG00010014555,VGLL1,lightgreen,-0.060213906,0.784915332,-0.06484604,0.768790612,0.025086052,0.909541609,-0.051110733,0.816848679,0.558147103,0.005644854,-0.115096039,0.601014243,-0.184995054,0.398078236,0.305191411,0.156754289,-0.220406641,0.312215558,-0.062681334,0.776314978,0.052532559,0.811841047,-0.089691129,0.684024212,0.132388432,0.547063639
2665,ENSGALG00010010449,PAPPA2,lightgreen,0.018016267,0.934972053,-0.062040164,0.778547415,-0.370513698,0.081790925,-0.026744002,0.903589371,0.627270833,0.001356959,0.121397228,0.581098416,0.000617588,0.997768588,0.028092471,0.898751892,0.126694504,0.564580768,-0.228762474,0.293750979,-0.241891291,0.266141696,-0.220850721,0.311216805,-0.059864282,0.786135961
5398,ENSGALG00010018806,GCH1,lightgreen,0.011974232,0.956755389,-0.055578668,0.801136932,-0.262259903,0.226695539,0.130786248,0.551967391,0.623370074,0.001483668,0.228816938,0.293632901,0.087205669,0.692358777,-0.315366752,0.142699774,0.113504625,0.606088904,-0.161964888,0.460310532,-0.264762276,0.22213187,-0.322471795,0.13343306,-0.099620125,0.651091658
1036,ENSGALG00010004364,TSHR,lightgreen,0.369020605,0.083125594,-0.039623499,0.857544771,0.135810097,0.53665849,0.533802425,0.008705196,0.618158621,0.001668579,0.160499498,0.464433045,0.023946856,0.913634205,-0.16863306,0.441793172,0.252202659,0.24565917,0.46771341,0.024416218,0.148848145,0.497877529,-0.116520505,0.596487091,-0.041653689,0.850323772
5538,ENSGALG00010019287,AHSA2,lightgreen,0.031259445,0.887404722,-0.035118529,0.873606804,-0.101752686,0.644097397,-0.083551402,0.704675428,0.696012648,0.000225797,-0.061489897,0.780464693,-0.046913143,0.831672253,0.272039867,0.209207565,-0.135588046,0.537330928,-0.125193847,0.569238718,0.126958488,0.56376314,-0.147180087,0.502760661,0.124492109,0.571422684
4102,ENSGALG00010014906,IFT27,lightgreen,0.304393028,0.157896706,-0.034155718,0.877046099,0.346854492,0.104912884,0.716486297,0.000120155,0.613226336,0.001861293,0.248339228,0.253209849,0.385677329,0.069132416,0.127870724,0.560941778,0.54168715,0.007591867,0.67303875,0.000432605,0.302422274,0.160741658,0.032071815,0.884497382,0.054266755,0.80574291
444,ENSGALG00010002113,GDPD4,lightgreen,0.161858584,0.460608953,-0.029969499,0.892024103,0.078420629,0.722089767,0.644575267,0.000899933,0.621602629,0.001544317,0.183652837,0.40157038,0.085820992,0.697017142,0.104548585,0.634971684,0.380500538,0.073273874,0.368723143,0.083393434,-0.074520013,0.735419232,0.064257233,0.770835298,0.312201061,0.14697254
