,geneID,genename,moduleColor,GS.Mass_min,p.GS.Mass_min,MM.brown,p.MM.brown,MM.grey,p.MM.grey,MM.green,p.MM.green,MM.lightgreen,p.MM.lightgreen,MM.pink,p.MM.pink,MM.black,p.MM.black,MM.lightcyan,p.MM.lightcyan,MM.cyan,p.MM.cyan,MM.grey60,p.MM.grey60,MM.purple,p.MM.purple,MM.salmon,p.MM.salmon,MM.midnightblue,p.MM.midnightblue
6940,ENSGALG00010023286,HCRT,cyan,0.293381739,0.174252189,-0.170564728,0.436503856,-0.384577651,0.069996904,0.567706434,0.0047195,0.123359446,0.574955556,0.382546693,0.071615064,0.088046341,0.689535807,-0.013677202,0.950611991,0.806361071,3.38E-06,0.144856168,0.509602655,-0.384093786,0.070379876,0.074010344,0.737166468,0.136709544,0.533938705
7183,ENSGALG00010024064,GPR17,cyan,0.146981792,0.503342713,-0.168992185,0.440807249,-0.358817696,0.092687188,0.458918236,0.027617247,-0.074887564,0.734159987,-0.223554058,0.305179073,-0.403603371,0.056155713,0.003734159,0.98650866,0.544607132,0.007210773,0.160659505,0.463981981,-0.135000539,0.53911197,0.316429393,0.141285519,0.009517141,0.96562336
6802,ENSGALG00010022972,,cyan,0.298959718,0.165826675,-0.167490639,0.444937285,-0.196943467,0.367746553,0.531570891,0.009043716,0.372904784,0.079687163,0.167868981,0.443894725,0.435779438,0.03765649,0.135193008,0.538528193,0.852499571,2.41E-07,0.232449554,0.285823993,0.072028144,0.743973706,0.339815672,0.112638329,-0.106010423,0.630220569
2021,ENSGALG00010008152,,cyan,0.213567278,0.327844019,-0.161384905,0.461939898,-0.215523373,0.323326996,0.362215449,0.089416456,0.1272243,0.562940383,0.228345522,0.294655911,0.470688146,0.023403582,-0.044109262,0.841605331,0.769690253,1.76E-05,0.066423552,0.763319931,-0.062949482,0.775381844,0.232214619,0.286325053,-0.167357479,0.445304526
1717,ENSGALG00010007252,NFATC1,cyan,0.211002262,0.333824321,-0.158472948,0.470165453,-0.249235652,0.251444693,0.556185014,0.005852385,0.358211659,0.093279794,-0.077030861,0.726830251,0.053640188,0.807944928,-0.042167855,0.848496803,0.703510289,0.000180298,0.215939709,0.322370466,0.037355441,0.865624883,0.212776389,0.329681056,-0.105151216,0.633011373
646,ENSGALG00010002767,,cyan,0.166623748,0.447330961,-0.154018675,0.482891174,-0.184164469,0.400237224,0.423644386,0.043963986,-0.076239691,0.729533269,-0.214960957,0.32462186,-0.202015966,0.355285044,0.276501446,0.201538924,0.428032866,0.0415942,0.139369462,0.525933496,-0.133593458,0.543388673,0.263407274,0.224595409,0.059290549,0.78814007
5191,ENSGALG00010018170,SLC5A11,cyan,0.161830764,0.460687066,-0.153456062,0.484510767,-0.371751159,0.080697017,0.412191708,0.050646893,0.314356048,0.144054216,-0.208249355,0.340314676,-0.129097028,0.557159079,0.052615803,0.811548082,0.519368131,0.011092848,0.17099217,0.435338017,-0.05074936,0.81812254,0.26122868,0.228594109,0.068227993,0.757075693
4387,ENSGALG00010015927,GLA,cyan,0.364931705,0.086864276,-0.150123707,0.494159254,0.195536812,0.371246354,0.678223608,0.000375403,0.009874729,0.964332507,0.376745253,0.076393782,0.380621889,0.073174691,0.113656386,0.605604209,0.7529201,3.39E-05,0.565668856,0.004905261,0.08689071,0.693417432,0.261808162,0.227525945,0.027156645,0.9021087
5331,ENSGALG00010018530,,cyan,0.304455566,0.157807009,-0.146251923,0.50548792,-0.086796169,0.693735314,0.687607209,0.000288348,0.110435054,0.615926829,0.148754106,0.498152199,0.232246067,0.286257951,0.085409139,0.698404761,0.843424851,4.32E-07,0.3382805,0.114376998,-0.077550953,0.725055078,0.402873583,0.056644293,0.106864634,0.627450832
5433,ENSGALG00010018937,INHBB,cyan,0.185593913,0.396525628,-0.144653142,0.510202535,-0.194099935,0.374841036,0.432993712,0.039037179,-0.020022832,0.927747006,-0.046540017,0.832992692,0.069960401,0.751094512,0.170999637,0.435317665,0.585733907,0.003317667,0.07231776,0.742977939,-0.114000731,0.604505031,0.490118059,0.01758944,0.16302293,0.457345826
6460,ENSGALG00010021974,GFAP,cyan,0.293277992,0.174411649,-0.143324339,0.514137159,-0.19220213,0.379619248,0.598039885,0.002577665,0.203236968,0.352322758,0.566680257,0.004812304,0.179925992,0.411355587,-0.076689891,0.727994783,0.793811153,6.16E-06,0.270306135,0.212239643,-0.301504014,0.162079423,0.342919931,0.109181667,0.202616633,0.353825946
3846,ENSGALG00010013930,SLC22A16,cyan,0.256633034,0.237182377,-0.142232697,0.517380444,-0.025233953,0.909010432,0.675806406,0.0004012,0.048877648,0.824727479,0.020112132,0.92742559,0.251716169,0.246601824,0.336053464,0.1169339,0.817144318,1.95E-06,0.379752573,0.073887454,0.11359642,0.605795709,0.577937167,0.003873402,0.081693673,0.710964716
2648,ENSGALG00010010408,GAS8,cyan,0.313779922,0.144830355,-0.138580194,0.528302909,0.02307147,0.916780502,0.624518324,0.001445363,0.334847408,0.11833582,0.488558026,0.018007968,0.183632373,0.401623755,-0.167577372,0.444698168,0.716594037,0.00011974,0.499291291,0.015285172,-0.050207464,0.820033584,0.04902148,0.824219509,-0.088416506,0.688294062
6576,ENSGALG00010022271,SLC18A2,cyan,0.275904043,0.20255458,-0.136639951,0.534148916,-0.276603625,0.201365552,0.507886306,0.013355374,0.020098255,0.927475537,0.102089301,0.642996029,0.248733464,0.252432574,-0.005701281,0.979402749,0.862193863,1.23E-07,0.188126058,0.389998307,-0.068170155,0.757275616,0.250872909,0.248241331,-0.153785554,0.483561928
2831,ENSGALG00010010966,,cyan,0.364190837,0.087554924,-0.132370953,0.547117028,-0.162208401,0.459627311,0.432637715,0.039216453,-0.007853876,0.971628605,0.292291991,0.17593219,0.387087461,0.068035784,0.018049459,0.934852495,0.761809154,2.41E-05,0.1410306,0.520963202,-0.097125373,0.659310043,0.270399088,0.212076337,-0.200966416,0.357842967
273,ENSGALG00010001469,ARHGEF26,cyan,0.259493321,0.231812667,-0.129363775,0.556337789,0.018047927,0.934858015,0.571410613,0.004396878,0.485338954,0.018897113,0.273558428,0.206575785,0.312082212,0.147134698,0.423400765,0.044098569,0.616951886,0.001714084,0.288163026,0.182398971,0.008273951,0.970111762,0.411922989,0.050812646,0.103816143,0.637357452
8330,ENSGALG00010027863,CHDH,cyan,0.156310988,0.476320563,-0.125539625,0.568163937,-0.070452133,0.749399304,0.483679807,0.019369075,-0.138451347,0.52869019,0.119775652,0.586196232,0.023992205,0.913471246,-0.091411643,0.678275512,0.582863031,0.003513915,0.336806193,0.116065072,-0.040343082,0.854984057,0.13928723,0.526180126,0.02841231,0.897605014
8329,ENSGALG00010027862,,cyan,0.233756423,0.283046779,-0.123137281,0.575649629,-0.10682119,0.627591578,0.587918371,0.0031746,-0.006292387,0.97726775,0.137617465,0.531199859,0.098375033,0.655188489,0.007598488,0.972550826,0.69809357,0.000212267,0.267061,0.21799368,-0.092796233,0.673661774,0.47277671,0.022712988,-0.087552918,0.691192236
762,ENSGALG00010003223,AREG,cyan,0.257087422,0.236323948,-0.120416711,0.584178612,-0.035544193,0.872086976,0.621546498,0.001546277,0.354243203,0.097230089,0.345096517,0.106804757,0.118762116,0.589392249,-0.38443421,0.07011027,0.657884313,0.000644933,0.399918591,0.058656164,-0.144864532,0.50957795,0.187898233,0.390583099,-0.133163067,0.544699927
4891,ENSGALG00010017457,ZMAT4,cyan,0.197083304,0.367399679,-0.118202982,0.591158564,-0.084072932,0.702913138,0.467760226,0.024400014,0.418540392,0.046851477,0.149048743,0.497291872,0.38267174,0.07151462,-0.107515402,0.625344005,0.694361286,0.000237059,0.388353888,0.067062245,0.244758424,0.260340423,0.152503184,0.487260027,-0.325042323,0.130189207
5490,ENSGALG00010019123,PLEKHO2,cyan,0.280206633,0.195316502,-0.11520207,0.600676768,-0.154192882,0.482390237,0.710347747,0.000145975,0.493016501,0.016832802,0.360516313,0.091041135,0.156115891,0.476878009,0.084458933,0.701609765,0.750976728,3.64E-05,0.35266465,0.098835367,-0.108905359,0.620853591,0.3168474,0.140731943,0.224043201,0.304094349
3946,ENSGALG00010014291,OSTN,cyan,0.124046639,0.572811001,-0.115101222,0.600997746,-0.353030634,0.098461454,0.316697668,0.140930058,0.425894854,0.042735893,-0.15715089,0.473924512,-0.005978663,0.978400864,0.00282094,0.989807882,0.488030824,0.018151218,0.091534127,0.677866919,0.052011031,0.813677035,0.31874852,0.138233728,-0.168620743,0.441827009
1027,ENSGALG00010004340,SLC4A4,cyan,0.293456615,0.174137165,-0.113290343,0.606773557,-0.199462084,0.361527931,0.567555953,0.004733015,0.12688961,0.563976423,0.342174455,0.110004591,0.468630721,0.024100277,0.035657904,0.871681045,0.928483403,1.70E-10,0.19667258,0.368419045,-0.145034912,0.509074805,0.340467334,0.11190615,-0.040944585,0.852844627
4976,ENSGALG00010017609,TRIM71,cyan,0.190505433,0.383920343,-0.111261399,0.613272017,-0.052901985,0.810541093,0.646377249,0.000861024,0.072155137,0.743537025,0.228507555,0.294304038,0.097609704,0.657711505,0.029605328,0.893328843,0.684876084,0.000311666,0.283784822,0.189432454,-0.349155207,0.102474302,0.028371162,0.897752549,0.252475398,0.245131721
8505,ENSGALG00010028175,POMT1,cyan,0.35500381,0.096463534,-0.107832553,0.624318271,0.32254714,0.133337164,0.730229429,7.63E-05,0.127091761,0.563350558,0.519634065,0.011044443,0.373299185,0.079344106,-0.171960335,0.43270353,0.71477538,0.000126916,0.595271418,0.002730627,0.027163427,0.902084369,0.197717991,0.365827669,-0.057708362,0.793673504
2618,ENSGALG00010010321,NUP133,cyan,0.28551451,0.18663197,-0.107393957,0.625736962,0.258461124,0.23374114,0.654434228,0.000704179,-0.078351127,0.722326604,0.391203776,0.06491031,0.337583318,0.115173023,0.009654355,0.965128021,0.68261163,0.000332219,0.479827027,0.020501869,-0.089507803,0.684637761,0.199067193,0.362498882,0.022510036,0.91879904
6687,ENSGALG00010022592,CCDC65,cyan,0.267104145,0.217916505,-0.104959526,0.633634667,-0.160397027,0.464722032,0.690724112,0.000263596,0.394303216,0.062630251,0.506128298,0.013732938,0.134594614,0.540344139,-0.136153276,0.535620009,0.740723454,5.29E-05,0.36088878,0.090683123,-0.297842911,0.167490426,0.073364287,0.739383074,0.140768494,0.521745958
6390,ENSGALG00010021755,MAP3K20,cyan,0.286305689,0.185360489,-0.096661359,0.660842877,0.027606882,0.900493496,0.554417188,0.006044781,0.482387623,0.019743215,0.180007384,0.411140495,0.462248876,0.026367831,0.288172274,0.182384307,0.68103872,0.000347177,0.415250482,0.048789583,0.317071015,0.140436439,0.411174698,0.051276427,-0.112152925,0.61041306
6579,ENSGALG00010022282,METTL7A,cyan,0.25122531,0.247555318,-0.095686952,0.664066042,-0.183981901,0.400712658,0.558501705,0.005608011,0.084997945,0.699791093,0.495266126,0.016263948,0.4080012,0.053279884,0.000802774,0.997099495,0.85728415,1.74E-07,0.223500513,0.305297958,-0.252349451,0.245375199,0.216916045,0.320134056,0.054297304,0.805635584
2899,ENSGALG00010011131,RET,cyan,0.262952893,0.225425555,-0.094710451,0.66730192,-0.084948467,0.69995797,0.633846465,0.001164229,0.141747854,0.518824058,0.25242349,0.245232049,0.360152983,0.091391378,0.090032375,0.682882658,0.898343061,5.97E-09,0.385360066,0.069380988,0.081640817,0.711143927,0.501689452,0.014725215,-0.071035539,0.747389506
939,ENSGALG00010004039,ALPK1,cyan,0.28699741,0.184253718,-0.092491279,0.674676975,-0.276556414,0.201445645,0.506325504,0.013690154,0.171745219,0.433288144,0.127592097,0.561802843,0.129561987,0.555727868,0.028450328,0.8974687,0.710173304,0.000146774,0.1735328,0.428442956,-0.08033782,0.715566478,0.168539171,0.442051125,0.182496889,0.404591495
4209,ENSGALG00010015160,SIM1,cyan,0.200100964,0.359960267,-0.08958528,0.684378443,-0.390551505,0.065398117,0.287315453,0.183746366,0.220387791,0.312257997,0.15998022,0.465898458,0.488755398,0.017954575,0.04227222,0.848126057,0.750833979,3.66E-05,-0.052402042,0.81230043,-0.067214043,0.76058267,0.230300763,0.290427313,-0.316237401,0.141540297
2396,ENSGALG00010009398,,cyan,0.081953706,0.71008327,-0.087187036,0.692421393,-0.037874378,0.863774955,0.492244703,0.017031647,0.432692592,0.039188775,0.138838764,0.527526117,0.277993719,0.199016928,0.197632126,0.366040114,0.663818027,0.000553032,0.377698858,0.075592189,0.179839878,0.411583225,0.266953318,0.218186375,-0.052108503,0.813333821
3653,ENSGALG00010013315,UBXN11,cyan,0.336779992,0.116095234,-0.079026827,0.720025116,0.078622857,0.72140079,0.654444433,0.000703998,0.25303279,0.24405607,0.5039527,0.014212218,0.467680084,0.024427759,0.130127245,0.553990164,0.782778155,1.01E-05,0.406886402,0.053997851,-0.052089083,0.813402199,0.168905942,0.44104391,-0.032401123,0.883319249
6787,ENSGALG00010022929,LRP4,cyan,0.238912352,0.272255803,-0.077397535,0.725578581,-0.233196491,0.284234604,0.472860459,0.022685641,0.375639301,0.077331457,0.348984414,0.102653881,0.533680485,0.00872342,0.041960009,0.849235246,0.799426784,4.74E-06,0.150361489,0.493467641,-0.005570757,0.979874208,0.371085851,0.081283769,0.009415341,0.965990861
4893,ENSGALG00010017463,PPP1R36,cyan,0.297247017,0.168382887,-0.075654339,0.731535121,-0.136387237,0.534912568,0.482479301,0.01971648,0.171612724,0.433648433,0.104531868,0.635026097,0.200450497,0.35910427,0.413514981,0.049836776,0.692125308,0.000253083,0.259952557,0.230958041,0.183209479,0.402727627,0.54588424,0.007049162,0.200333296,0.35939116
1149,ENSGALG00010004980,,cyan,0.206959581,0.343381076,-0.075117019,0.733374202,-0.221527127,0.309699296,0.689334398,0.000274395,0.167875411,0.443877017,0.160872933,0.463380674,0.172874832,0.430222954,0.027265558,0.901717947,0.879390959,3.29E-08,0.297107481,0.168592344,-0.214103456,0.326602118,0.215367438,0.323685696,0.117916654,0.592063953
835,ENSGALG00010003596,CRISPLD1,cyan,0.163200776,0.456848467,-0.073225878,0.739858216,0.073638281,0.738442762,0.542725121,0.00745453,0.168264994,0.442804855,-0.047721141,0.828814373,0.046531035,0.833024486,0.266032933,0.219838024,0.570364741,0.004486038,0.311867463,0.14742802,0.112983834,0.607753439,0.03443529,0.876047206,0.060315995,0.784559006
2709,ENSGALG00010010642,CC2D2A,cyan,0.231395378,0.288076597,-0.072579996,0.742076657,-0.067012598,0.761279958,0.495879851,0.016111504,0.055218531,0.802400702,0.04185023,0.849625321,0.163577831,0.455794939,0.206455389,0.344584208,0.636069628,0.001104601,0.232876714,0.28491437,0.14494454,0.50934165,0.182710603,0.404031997,0.189257227,0.38710208
3160,ENSGALG00010011949,ABCA12,cyan,0.220450965,0.312115784,-0.071662532,0.745231327,-0.146047225,0.50609036,0.472592844,0.022773118,-0.0510958,0.81690131,0.228636215,0.294024823,0.400703473,0.058116509,-0.053068836,0.80995413,0.840819017,5.08E-07,0.249723011,0.250488377,-0.0390482,0.859593039,0.237826586,0.274506238,-0.114419384,0.603169773
4540,ENSGALG00010016481,MC3R,cyan,0.026039848,0.906116773,-0.069931756,0.751193299,-0.295062732,0.171682516,0.53024813,0.009249459,0.342103749,0.110082877,-0.09308804,0.672690854,0.192070066,0.379953039,0.214383131,0.325955458,0.774198873,1.46E-05,0.210147307,0.335832024,-0.01058471,0.961769816,0.178943078,0.413957988,-0.227089333,0.297392727
7170,ENSGALG00010024024,AGL,cyan,0.12338576,0.574873371,-0.066221949,0.764018469,-0.196153744,0.369709058,0.575555613,0.004057992,0.260998971,0.229018447,0.169311346,0.439932021,0.391564877,0.064641455,0.220760272,0.311420069,0.869051016,7.45E-08,0.217641407,0.31847863,-0.003719867,0.986560291,0.480043711,0.020436772,0.062777289,0.77598103
4200,ENSGALG00010015144,FOXB2,cyan,0.271680685,0.209833328,-0.064951622,0.768424125,-0.030823519,0.888965414,0.41835366,0.04695985,0.099393054,0.651838087,0.17671602,0.419887692,0.502092323,0.014632811,0.108994518,0.620565998,0.674812359,0.000412245,0.180463901,0.409935218,0.082372632,0.708663979,0.284291731,0.188608779,-0.219527917,0.314197604
6617,ENSGALG00010022425,VWA2,cyan,0.129255267,0.556671812,-0.062972173,0.775302895,-0.212723884,0.32980323,0.651746211,0.000753524,0.163377259,0.456355197,0.107377517,0.625790164,0.003313811,0.988027243,0.050970386,0.817343356,0.803313528,3.93E-06,0.411749409,0.050919937,-0.082158624,0.709388909,0.364872261,0.08691954,0.116951994,0.595118602
6439,ENSGALG00010021890,TRH,cyan,0.082422123,0.708496371,-0.062308582,0.777612625,-0.217853292,0.317996048,0.376901126,0.07626232,0.153455168,0.484513344,0.059026201,0.789063899,0.306825804,0.154433743,0.027898363,0.899448024,0.741293581,5.19E-05,0.195971343,0.370163191,0.087408828,0.691676204,0.209801724,0.336645599,-0.448487213,0.031838709
210,ENSGALG00010001248,PTPRZ1,cyan,0.226708983,0.298224478,-0.061760767,0.779520753,-0.193061542,0.377451175,0.49406294,0.016566215,0.225384582,0.301131896,-0.125453766,0.568430728,0.319380278,0.137410602,0.497214705,0.015783947,0.78272093,1.01E-05,0.297743435,0.167639179,0.323878865,0.131650325,0.510573532,0.012794687,-0.086229012,0.695643361
3179,ENSGALG00010011985,,cyan,0.217363296,0.319112722,-0.061702152,0.779724992,-0.205364126,0.347196763,0.696811595,0.000220516,0.38612201,0.068785156,0.16055185,0.464285438,0.018355937,0.933748637,-0.00803899,0.970960166,0.722923321,9.74E-05,0.354884239,0.096583742,-0.178737478,0.41450348,0.112549043,0.609144544,0.02690228,0.903021391
1480,ENSGALG00010005990,SLC2A12,cyan,0.178109566,0.416171877,-0.06059268,0.783593487,-0.052096103,0.813377483,0.537546418,0.008160803,0.028763785,0.896344917,0.298798141,0.166066667,0.294665725,0.172287021,0.16851979,0.442104381,0.710004289,0.000147552,0.263455996,0.224506514,-0.153075693,0.485607281,0.102297099,0.642316499,-0.088272586,0.688776759
5824,ENSGALG00010020425,CNTN6,cyan,0.287481337,0.183482122,-0.0596599,0.786849737,-0.092109867,0.675947476,0.377953404,0.075379298,0.087275623,0.69212372,0.118432993,0.590431682,0.500348737,0.015036164,0.213544592,0.327896626,0.734115419,6.68E-05,0.271147373,0.210764773,0.295920852,0.170380918,0.462884291,0.026134688,-0.272334817,0.208694642
1440,ENSGALG00010005839,RPS6KA2,cyan,0.22708627,0.29739942,-0.058453235,0.791067218,-0.064672574,0.769392833,0.649925482,0.000788609,0.337650978,0.115095594,0.128364912,0.559416005,0.242287199,0.265335761,0.085084227,0.69950012,0.820578034,1.62E-06,0.478278098,0.020972091,0.161688938,0.461085395,0.344074549,0.107916006,-0.256506634,0.237421535
4721,ENSGALG00010016940,FGFR3,cyan,0.319184819,0.137664893,-0.058021462,0.792577716,0.125365823,0.568704053,0.563870432,0.005074265,0.021330242,0.923042344,0.339650161,0.112824847,0.449954532,0.03121573,-0.095906499,0.663339314,0.783183935,9.93E-06,0.490235973,0.017558129,0.256441375,0.23754507,0.266768874,0.2185167,-0.086179784,0.69580906
1957,ENSGALG00010008029,LY6E,cyan,0.26328364,0.224821085,-0.057844752,0.79319612,0.005174994,0.98130375,0.707880138,0.000157641,0.293563649,0.173972832,0.212971578,0.329227109,0.36884476,0.08328385,0.042541013,0.847171344,0.886917123,1.73E-08,0.601276311,0.002408095,0.27904492,0.197253242,0.489102877,0.017860887,-0.072112787,0.743682641
435,ENSGALG00010002046,FAM126A,cyan,0.253823343,0.24253574,-0.057590764,0.794085174,0.004537544,0.983606411,0.559727687,0.005482174,0.452661185,0.030091996,0.146148381,0.505792607,0.348220501,0.10345993,0.172316537,0.43173642,0.629457781,0.001290047,0.340111509,0.112305507,0.159958552,0.465959659,0.527471592,0.009693911,0.06984726,0.751484716
4582,ENSGALG00010016609,SOX2,cyan,0.191649238,0.381017793,-0.055324688,0.802028132,-0.077277802,0.725987222,0.468044686,0.024301739,0.491457452,0.017236434,0.328726753,0.125639088,0.060572171,0.783665043,-0.067840695,0.758414709,0.514816417,0.011948763,0.410675398,0.051587707,0.052836815,0.810770382,-0.078033664,0.723408716,-0.014724389,0.946835632
1819,ENSGALG00010007759,AGT,cyan,0.216765729,0.320477758,-0.054564718,0.804696243,-0.167353139,0.4453165,0.734364132,6.62E-05,0.279761868,0.196056457,0.018808609,0.932118442,0.184444669,0.399508158,0.152310414,0.487817159,0.915889168,8.83E-10,0.49842618,0.015491379,0.162764581,0.45806882,0.452439189,0.030182934,0.021706731,0.92168802
